"Simple_LR","ARIMA","Random_Forest","Actual_Price","Date"
8902.92001010069,7051,8176.07209722222,8875,2022-06-29
8980.67689381939,7058.5,7869.71256944444,9101,2022-06-28
8888.26085435351,7047,7877.12133333333,9105,2022-06-27
8824.72132740042,7075,8114.92969444444,9257,2022-06-24
8668.54940921531,6998,8183.69290277778,9263,2022-06-23
8697.57306935287,6892,8109.14972222222,9290,2022-06-22
8894.37285505821,6916.5,8486.46202777777,9537,2022-06-21
NA,6920,NA,9630,2022-06-20
8847.02704670196,6832,8114.22004166666,9692,2022-06-17
9231.84139200076,6765.5,7946.98936111111,9612,2022-06-16
9129.32207705918,6757,7928.24829166667,9712,2022-06-15
9332.04764690895,6781.5,8355.53616666667,9455,2022-06-14
9425.29788991175,6839,8502.97963888889,9500.5,2022-06-13
9430.24407076291,6819,8498.65170833333,9520.5,2022-06-10
9468.88716054926,6887.5,8492.45741666667,9383,2022-06-09
9491.52834801149,6821.5,8488.512375,9359,2022-06-08
9396.05648624689,6817,8489.18030555555,9287,2022-06-07
9346.50692658802,6792,8489.18030555555,9460.5,2022-06-06
9381.57461333037,6789,8487.84966666667,9500.5,2022-06-03
9292.42443600237,6861,8487.84966666667,9477,2022-06-02
9222.92426392068,6714.5,8487.84966666667,9287,2022-06-01
9187.48239618941,6690,8487.84966666667,9264.5,2022-05-31
NA,6697,NA,9396,2022-05-30
9185.39986525699,6651.5,8496.98781944445,9270,2022-05-27
9230.33573431552,6575.5,8501.78168055556,9064,2022-05-26
9111.83063664059,6627,8488.65009722222,9018.5,2022-05-25
9153.78671729568,6689,8467.45633333333,9367,2022-05-24
9028.96851280649,6698.5,8493.54340277778,9350,2022-05-23
9132.82164059542,6597.5,8489.62979166666,9160,2022-05-20
9109.15320328209,6671,8493.54340277778,9428,2022-05-19
8989.397674236,6642,8491.62477777778,9541,2022-05-18
9111.00361896486,6746,8495.24236111111,9474,2022-05-17
9213.73209981139,6694.5,8469.29891666666,9511,2022-05-16
9032.28412547785,6658.5,8495.24236111111,9820.5,2022-05-13
8844.42004752628,6766.5,8494.24166666666,9812,2022-05-12
8816.53417601202,6638,8494.24166666666,9910,2022-05-11
8580.85060764833,6563.5,8664.13829166666,9912.5,2022-05-10
8711.68568144629,6661.5,8494.24166666666,9919,2022-05-09
8994.88130329163,6711,8492.50919444444,10230.5,2022-05-06
8952.90981526026,6851.5,8479.59820833333,10268,2022-05-05
8916.15287607503,6981.5,8486.31891666667,10215,2022-05-04
8681.02760128485,6863,8492.974125,10381,2022-05-03
8793.56049829897,6768,8489.14856944444,10277,2022-05-02
8735.76193069123,6817,8500.65901388889,10290.5,2022-04-29
8777.36729752908,6858,8495.967625,10201,2022-04-28
8620.4916860141,6939,8500.20856944445,10235.5,2022-04-27
8641.35900951582,6852,8501.40652777778,10390,2022-04-26
8532.85558227398,7028,8921.39094444444,10292,2022-04-25
8710.08016658685,6984.5,8492.54270833333,10350.5,2022-04-22
8737.96095621559,7071,8486.44430555555,10426,2022-04-21
8703.50166968747,7127.5,8488.62909722222,10301.5,2022-04-20
8733.71795086733,7174,8465.24072222222,10247,2022-04-19
8969.13875094851,7104,8460.90433333333,10337,2022-04-18
8900.21684387516,7088.5,8467.08330555555,10390.5,2022-04-14
8791.84269679891,7083.5,8467.08330555555,10350,2022-04-13
8622.40324604284,6976,8662.27870833333,10227,2022-04-12
8413.88819635568,6993.5,9219.34304166667,10280,2022-04-11
8564.87586262023,7146,8930.513125,10421,2022-04-08
8462.86421678448,7181,8846.14251388888,10311,2022-04-07
8497.2252322871,7157,8761.25083333333,10342,2022-04-06
8726.64282256738,7266,8465.24072222222,10173,2022-04-05
8832.02316562508,7110.5,8465.24072222222,10249,2022-04-04
8679.55330884695,7145.5,8989.12568055555,10166,2022-04-01
8740.96599232691,7126,8637.29795833333,10100.5,2022-03-31
9057.6535651538,7132.5,8458.19838888889,9826,2022-03-30
8940.10809933731,7109.5,8465.24072222222,9880,2022-03-29
9066.91580733865,7128.5,8458.19838888889,10145,2022-03-28
9450.59621585821,7093,8467.45633333333,10144,2022-03-25
9353.75059837657,6990.5,8467.45633333333,10052,2022-03-24
9347.52718496547,6927,8467.45633333333,10171,2022-03-23
9178.58944749549,6966,8467.45633333333,10730,2022-03-22
9216.19424972549,6883,8467.45633333333,10466,2022-03-21
8877.70354481736,6877.5,8465.24072222222,10470,2022-03-18
8809.56311283758,6993,8465.24072222222,10257.5,2022-03-17
8469.55063065345,6993,8987.59173611111,9976,2022-03-16
8523.67989386271,7174.5,8761.25083333333,9974,2022-03-15
8854.31609935297,7146,8465.24072222222,9920,2022-03-14
9096.32433006312,7027,8464.72316666666,9983,2022-03-11
8916.90492817722,7246,8465.24072222222,10005,2022-03-10
9075.90090951864,7201.5,8464.60483333333,10020,2022-03-09
9730.61829077144,7223,8467.45633333333,9960,2022-03-08
9552.98291661708,7296,8467.45633333333,10015,2022-03-07
9371.2840856405,7471.5,8467.45633333333,10010,2022-03-04
9004.35306748868,7386.5,8458.19838888889,10045.5,2022-03-03
9145.47465541272,7343,8467.45633333333,10020,2022-03-02
8841.47635014846,7329.5,8465.24072222222,9882,2022-03-01
8536.27772015376,7285,8782.558625,10040,2022-02-28
8301.70863496143,7348,9307.79391666667,10220.5,2022-02-25
8374.79437385817,7181,9179.53736111111,9881,2022-02-24
8387.70086712113,7173,9184.48834722222,9760,2022-02-23
8417.48813489308,7294,9184.48834722222,9850,2022-02-22
NA,7105,NA,9875,2022-02-21
8385.13099462497,7161,9355.04066666666,9785,2022-02-18
8478.1915253307,7211.5,9248.30777777778,9880,2022-02-17
8505.27472027509,7402,9304.95856944444,9701,2022-02-16
8392.1453346862,7336,9184.48834722222,9620,2022-02-15
8500.73424737989,7118,8770.53561111111,9678,2022-02-14
8379.4497551966,7122,9347.04319444444,9872,2022-02-11
8266.76971055771,7037,9474.4423611111,9965,2022-02-10
8200.27227622415,7050,9507.26170833333,9744,2022-02-09
8172.72572471464,7031,9534.16284722222,9800,2022-02-08
8305.21852398842,7002,9355.04066666666,9970,2022-02-07
8328.56130080486,7100,9184.84140277778,9925,2022-02-04
8234.61629820179,7106,9477.9823611111,9801,2022-02-03
8148.38460321154,6961,9509.665875,9707,2022-02-02
8141.19981007359,6916.5,9509.665875,9674.5,2022-02-01
8184.3520075078,7019,9534.04426388889,9900,2022-01-31
8081.26510915588,7118,9538.04758333333,9972,2022-01-28
8059.04487530618,7188,9539.78277777778,9945,2022-01-27
8106.88346321893,7241,9505.79976388889,9662,2022-01-26
7998.03825588943,7421.5,9573.28852777778,9665,2022-01-25
7900.62330712904,7241,9561.18413888889,9615,2022-01-24
7928.76896901594,7316,9564.27859722222,9565,2022-01-21
7966.07614197928,7293,9615.95484722222,9778,2022-01-20
7981.83909929981,7312,9620.11675,9660,2022-01-19
7902.94232298214,7230,9659.54615277778,9692,2022-01-18
NA,7208,NA,9715,2022-01-17
7837.51033350095,7172.5,9630.54731944444,9655,2022-01-14
7746.84310467522,7038,9630.97108333333,9582,2022-01-13
7763.46111090171,7119,9615.15804166666,9606,2022-01-12
7693.3895035656,6994,9605.231125,9625,2022-01-11
7570.45780578478,7103,9607.37290277777,9521,2022-01-10
7655.63667977662,7062,9561.10256944444,9406,2022-01-07
7705.07693070473,7016,9525.72731944444,9520,2022-01-06
7620.8508588174,7088,9527.03506944444,9506,2022-01-05
7572.53052905341,6961.5,9533.54744444444,9290,2022-01-04
7543.06804784413,6768,9527.03506944444,9485,2022-01-03
7515.52360031029,6873,9526.62673611111,9500,2021-12-31
7542.50939816338,6833,9578.15016666666,9543,2021-12-30
7529.60115703201,6673,9577.89433333333,9578,2021-12-29
7510.41204826792,6661,9577.29994444444,9555.5,2021-12-28
7494.39525639448,6712,9577.29994444444,9647,2021-12-27
NA,6845,NA,9526,2021-12-24
7422.02933041838,6973,9548.74777777777,9513,2021-12-23
7350.82886818856,6922.5,8791.32933333333,9520,2021-12-22
7275.24087478833,6927,6688.16311111111,9571,2021-12-21
7161.31933250786,6827,6611.64859722223,9605,2021-12-20
7303.51617294807,7038,6598.15130555556,9751,2021-12-17
7350.52440916797,6991,7278.80073611111,9630,2021-12-16
7269.69856146963,7018,6593.69466666667,9932,2021-12-15
7292.56590836179,7220,6594.19091666667,9852,2021-12-14
7300.54583610118,7334,6699.947125,9825.5,2021-12-13
7312.19681610746,7239,7189.72004166666,9730,2021-12-10
7282.70840764362,7290,6593.03445833333,9620.5,2021-12-09
7346.93796841872,7237,7285.73733333333,9450,2021-12-08
7329.64009214127,7324,7206.66648611111,9495,2021-12-07
7217.91038952398,7322,6600.52836111111,9680,2021-12-06
7062.00421753123,7216.5,6688.23320833333,9845,2021-12-03
7078.58946674922,7330,6688.27054166667,9854.5,2021-12-02
7042.04975326434,7272,6702.99459722222,9850,2021-12-01
7063.47747431522,7513.5,6688.73677777778,9791,2021-11-30
7180.65558889673,7567,6594.65263888889,10002,2021-11-29
NA,7626,NA,9885,2021-11-26
NA,7626,NA,9740,2021-11-25
7568.80937014579,7717,9566.98054166666,9785,2021-11-24
7558.40846540344,7736,9148.80277777778,9825,2021-11-23
7501.92409531546,7833,9559.93165277778,9817,2021-11-22
7473.86900076592,7752.5,9566.08526388889,9875,2021-11-19
7587.74464435698,7554,9302.52015277778,9955,2021-11-18
7567.65371406331,7588.5,9540.38929166666,9860,2021-11-17
7645.11086453969,7587,9162.62102777778,9849.5,2021-11-16
7676.70773119052,7531,9603.40979166666,9988,2021-11-15
7667.55007195815,7681,9261.40406944444,10050,2021-11-12
7704.46221856353,7717,9576.277375,9992,2021-11-11
7696.34880270723,7686,9605.42348611111,10051,2021-11-10
7821.87455237036,7789.5,9608.04169444444,10161,2021-11-09
7724.32821946872,7803,9575.541125,10652,2021-11-08
7693.22623635005,7685,9517.17369444444,10500,2021-11-05
7620.44146073709,7627,9624.63456944444,10555,2021-11-04
7761.83808469033,7678,9539.38022222222,9971,2021-11-03
7906.98703841098,7668,9532.36586111111,9661,2021-11-02
7925.58001470755,7631.5,9533.25023611111,9585,2021-11-01
7880.02383379534,7575,9532.44152777778,9527,2021-10-29
7865.18564734909,7428,9527.12188888889,9246,2021-10-28
7862.47720485051,7372,9527.12188888889,9177,2021-10-27
7984.41651376439,7286,9561.20209722222,9096,2021-10-26
7921.48380087682,7276,9542.68198611111,9091.5,2021-10-25
7894.29356289705,7656,9561.62547222222,9267.5,2021-10-22
7809.61465432289,7402,9573.14841666667,9113,2021-10-21
7870.73951619999,7506,9605.16797222222,9041,2021-10-20
7788.91024192947,7559,9625.090125,9227,2021-10-19
7726.44823318792,7561,8862.83654166667,9263,2021-10-18
7749.32451380967,7575,9588.30572222222,9341,2021-10-15
7716.35722545892,7570,9620.1475,9275,2021-10-14
7668.47186492256,7696,9584.34763888889,9252,2021-10-13
7695.91593745525,7647,9649.76525,9255,2021-10-12
7686.31735317551,7817.5,9650.16254166667,9106,2021-10-11
7632.62095521823,7595,9635.78855555555,9145.5,2021-10-08
7603.06492876173,7502,9624.09998611111,9435.5,2021-10-07
7555.26120183314,7558,9608.3005,9392,2021-10-06
7601.55172910806,7811,9466.30915277778,9488.5,2021-10-05
7541.48091827083,7872,9566.08526388889,9407,2021-10-04
7451.34518182983,7854.5,8607.18973611111,9627,2021-10-01
7411.28962349823,7188,8853.07806944445,9515,2021-09-30
7407.7639709877,7145,8635.88777777778,9356.5,2021-09-29
7462.07472497894,7140,9621.17394444444,9256,2021-09-28
7462.25585965367,7091.5,9607.37290277777,9325,2021-09-27
7358.45423026663,7147.5,8986.86477777778,9401.5,2021-09-24
7321.65560034332,7124,8826.61002777778,9361,2021-09-23
7278.36308503826,7193.5,7141.60158333333,9347,2021-09-22
7200.87790333165,7233,6594.19091666667,9312,2021-09-21
7199.9263312686,7223,6594.51397222222,9462.5,2021-09-20
7270.84492771528,7117.5,7112.12263888888,9352,2021-09-17
7305.18894969292,7115.5,7388.22195833333,9323,2021-09-16
7289.08544232619,7073,7386.95837499999,9378.5,2021-09-15
7198.91099305696,6904,6594.19091666667,9316.5,2021-09-14
7155.55348156186,6884.5,6594.19091666667,9237,2021-09-13
7143.41182597473,6936,6600.52836111111,8922,2021-09-10
7095.10463789164,6836.5,6675.82151388889,8775.5,2021-09-09
7141.91089406777,6842.5,6599.35719444445,9148.5,2021-09-08
7102.1470091831,6953,6618.71440277778,9346.5,2021-09-07
NA,7031.5,NA,9377,2021-09-06
7175.08051856954,7031,6599.35719444445,9429.5,2021-09-03
7187.90800002734,7080,6595.67826388889,9508.5,2021-09-02
7110.20769659605,7151,6610.56066666667,9421,2021-09-01
7108.43295870134,7188,6646.29136111111,9409.5,2021-08-31
7193.82187253233,7264,6603.16155555556,9311.5,2021-08-30
7190.73924904483,7213,6609.55147222223,9529.5,2021-08-27
7113.51175373521,7172,6689.68333333333,9429,2021-08-26
7158.60791209941,7198,6611.56636111111,9503,2021-08-25
7124.13460995618,7237,6689.15583333333,9583.5,2021-08-24
7036.42072445235,7211,6680.59191666667,9737,2021-08-23
6895.56400878647,7034.5,6852.12231944445,9747.5,2021-08-20
6958.75440807102,7005.5,6643.58254166667,9781,2021-08-19
7075.59864064054,7026,6703.48744444445,9697,2021-08-18
7095.99998577453,6940,6688.23320833333,9709,2021-08-17
7142.10552653065,6981,6689.68333333333,9580,2021-08-16
7184.27129091766,7031,6661.08586111112,9433.5,2021-08-13
7209.30034226711,6989.5,6603.21738888889,9382.5,2021-08-12
7226.39623850078,7040,6599.35719444445,9271.5,2021-08-11
7153.57922370627,7083,6675.10368055556,9211,2021-08-10
7072.25078878764,7036,6688.23320833333,9264.5,2021-08-09
7167.65415862538,7052.5,6675.82151388889,9396.5,2021-08-06
7200.86634779944,7046,6603.49155555556,9347,2021-08-05
7133.19153808015,7097.5,6680.89640277778,9309,2021-08-04
7237.14416693603,7126,6593.01445833333,9310,2021-08-03
7267.55734627414,7132,6702.80763888889,9347,2021-08-02
7384.32467101417,7181,9552.36727777778,9437.5,2021-07-30
7373.59337999665,7227,9412.48580555555,9264.5,2021-07-29
7305.07158116678,7281,7206.58493055555,9451.5,2021-07-28
7241.57041093467,7262.5,7055.742,9528,2021-07-27
7263.66013457733,7250,7104.14315277777,9432,2021-07-26
7239.78550926891,7211,7127.08079166666,9296.5,2021-07-23
7229.24726456558,7217.5,7165.556375,9342,2021-07-22
7195.16041115796,7190,6594.51397222222,9385,2021-07-21
7127.84052320722,7174,6689.68333333333,9225.5,2021-07-20
7097.70710567659,7222,6688.23320833333,9333.5,2021-07-19
7324.99960035215,7212.5,7184.031125,9432.5,2021-07-16
7331.5393844233,6956,7185.00145833333,9390.5,2021-07-15
7384.75193655367,7023,8804.566125,9289.5,2021-07-14
7502.16041851643,7026.5,9533.54744444444,9190.5,2021-07-13
7411.61738797077,7099,9604.56461111111,9042.5,2021-07-12
7426.76126347907,6972,9624.42561111111,9206,2021-07-09
7358.2067076407,7048,8837.76455555555,9427.5,2021-07-08
7328.94025065547,7010,7264.47086111111,9508,2021-07-07
7393.62475209305,7168,9427.22386111111,9552.5,2021-07-06
NA,7207,NA,9900,2021-07-05
7476.40647236082,7083,9579.10516666666,10029,2021-07-02
7471.86548163866,7135,9612.27666666666,9808.5,2021-07-01
7401.66161622709,7029,9378.68383333333,9877,2021-06-30
7403.33597912065,7032,8795.79402777778,9878.5,2021-06-29
7391.33551533858,7051,8803.41070833333,9848,2021-06-28
7424.71482357226,7058.5,9593.37838888888,9852,2021-06-25
7380.96736760472,7047,9044.78520833333,9967,2021-06-24
7378.42219232168,7075,8829.95515277777,10117.5,2021-06-23
7366.78399788907,6998,8838.59608333333,10212.5,2021-06-22
7390.24537327309,6892,9427.62115277777,10159.5,2021-06-21
7295.32584926227,6916.5,7190.220875,10032.5,2021-06-18
7269.41582175229,6920,6607.29136111111,9965,2021-06-17
7297.03384309853,6832,7229.78172222222,9943,2021-06-16
7289.9744782821,6765.5,7149.92261111111,9868,2021-06-15
7235.24785256386,6757,6594.29797222222,10011,2021-06-14
7227.54943450036,6781.5,6604.71911111111,10086,2021-06-11
7221.19201514539,6839,6594.51397222222,10114.5,2021-06-10
7198.59164448704,6819,6594.65263888889,10465,2021-06-09
7206.18845750793,6887.5,6595.67826388889,10257,2021-06-08
7176.18046829882,6821.5,6603.16155555556,10212,2021-06-07
7183.92057710041,6817,6600.60336111111,10253.5,2021-06-04
7158.37790082541,6792,6609.55147222223,10537,2021-06-03
7139.67140784678,6789,6609.55147222223,10528,2021-06-02
7104.64664188397,6861,6682.15476388889,10724.5,2021-06-01
7151.92344048639,6714.5,6687.81748611111,10361,2021-05-28
7169.52787976009,6690,6688.728875,10025.5,2021-05-27
7161.99185497793,6697,6688.23320833333,9991.5,2021-05-26
7173.5773209672,6651.5,6687.81748611111,9961,2021-05-25
7189.14338012948,6575.5,6688.73677777778,9949,2021-05-24
7079.87634525324,6627,6649.17526388889,9990,2021-05-21
7007.24765099464,6689,6842.66997222222,9832.5,2021-05-20
7069.95630842793,6698.5,6732.612125,9898.5,2021-05-19
7156.03664784209,6597.5,6704.82547222223,9758,2021-05-18
7164.20068816608,6671,6688.16623611111,9545.5,2021-05-17
7171.72813532589,6642,6703.51605555556,9475.5,2021-05-14
7101.08421880117,6746,6628.53859722222,9382.5,2021-05-13
7192.89308809427,6694.5,6694.08429166667,9396.5,2021-05-12
7165.39243527417,6658.5,6703.51605555556,9415,2021-05-11
7136.33391415245,6766.5,6692.56534722222,9336,2021-05-10
7145.11231051039,6638,6692.34416666667,9187.5,2021-05-07
7131.13600272403,6563.5,6688.64394444445,9011,2021-05-06
7152.41236819882,6520.5,6680.81858333333,8904,2021-05-05
7146.25780282183,6515.5,6690.36015277778,8901,2021-05-04
7098.87923745709,6467,6683.38523611111,8993,2021-05-03
7057.18032537202,6523,6693.98181944445,9001.5,2021-04-30
7104.19749532151,6499.5,6690.343,8981.5,2021-04-29
7052.63127485447,6569,6643.12962500001,8984.5,2021-04-28
6981.28839077815,6608.5,6800.30363888889,8768,2021-04-27
6919.85275795348,6598.5,6842.04895833333,8850.5,2021-04-26
6925.17609770342,6493,6851.73431944445,8788.5,2021-04-23
6910.93614770036,6491,6887.88491666667,8942.5,2021-04-22
6908.14309368414,6448.5,6891.19636111111,8929,2021-04-21
6954.53820391153,6279.5,6825.06522222222,8781,2021-04-20
6965.39579718478,6260,6731.72629166667,9016,2021-04-19
6917.78301259472,6311.5,6760.522375,9016.5,2021-04-16
6918.27964399529,6212,6692.10477777778,9097.5,2021-04-15
6926.98446654085,6218,6799.46455555556,9036,2021-04-14
6769.47960944259,6328.5,6795.69761111111,9090,2021-04-13
6748.79937643533,6407,6765.91030555556,9027,2021-04-12
6738.40057566863,6406.5,6784.92733333333,8965.5,2021-04-09
6758.42091005977,6455.5,6765.97875,9147.5,2021-04-08
6766.9544055944,6526.5,6765.35341666667,9052.5,2021-04-07
6745.55348573229,6563.5,6784.92733333333,9062.5,2021-04-06
6724.77672956793,6639.5,6788.11158333334,8939,2021-04-05
6854.00541457224,6588.5,6889.35047222222,8895,2021-04-01
6739.88872200194,6547.5,6786.22241666667,8992.5,2021-03-31
6788.21885942973,6573.5,6814.38481944445,9021.5,2021-03-30
6840.8731179866,6612.5,6878.74029166667,8786.5,2021-03-29
6799.64193213766,6586.5,6889.80751388889,9266,2021-03-26
6654.94073321831,6410,6783.18918055556,9213.5,2021-03-25
6783.13919046165,6381,6892.32681944445,9198,2021-03-24
6619.42914351873,6401.5,6782.09123611111,9172.5,2021-03-23
6794.98829866764,6315.5,6880.72502777778,9614.5,2021-03-22
6810.04966663395,6356.5,6888.15727777778,9286,2021-03-19
6725.24024785276,6406.5,6770.50386111111,9158,2021-03-18
6924.38410273156,6365,6685.19123611111,9067.5,2021-03-17
6917.7337798882,6415.5,6691.67865277778,8806.5,2021-03-16
6940.38687898989,6458.5,6703.48744444445,8650,2021-03-15
6933.8181897543,6411.5,6688.42848611111,8413.5,2021-03-12
6914.25752180391,6428,6691.36495833334,8439.5,2021-03-11
6880.54484938521,6421.5,6683.38523611111,8416.5,2021-03-10
6887.90692535382,6473,6619.27020833334,8270.5,2021-03-09
6921.99203089302,6501.5,6690.433,8292,2021-03-08
6977.43934346611,6507.5,6689.38683333334,8279.5,2021-03-05
6869.6523951278,6556.5,6643.12962500001,8146.5,2021-03-04
6779.94988004602,6602.5,6891.19636111111,8007,2021-03-03
6714.64331888635,6656.5,6765.91030555556,7936.5,2021-03-02
6738.86707186332,6638,6814.38481944445,7833.5,2021-03-01
6775.26348956749,6625.5,6874.00331944445,7832.5,2021-02-26
6860.79744704761,6586.5,6692.10477777778,7755.5,2021-02-25
6849.17624613997,6593,6734.108125,7827,2021-02-24
6770.60898216326,6565.5,6859.59256944445,7877,2021-02-23
6774.63337005001,6549.5,6859.59256944445,7778.5,2021-02-22
6664.20770118143,6597.5,6786.22241666667,7895,2021-02-19
6712.82951205616,6588,6799.13820833334,7957,2021-02-18
6692.48141319247,6331.5,6892.32681944445,7984.5,2021-02-17
6675.04532301984,6398.5,6789.10169444445,7872,2021-02-16
NA,6402,NA,8051,2021-02-15
6672.80583679885,6474.5,6766.51108333333,8014.5,2021-02-12
6640.74842977306,6347.5,6779.79116666667,7986.5,2021-02-11
6647.30099941788,6423.5,6787.45227777778,7972.5,2021-02-10
6639.73309156142,6385.5,6780.42086111112,7979.5,2021-02-09
6682.83887247927,6543.5,6782.15380555556,8002.5,2021-02-08
6662.39373263153,6582.5,6712.592625,7960.5,2021-02-05
6646.49641325989,6458.5,6621.376,7983,2021-02-04
6627.39787183316,6510.5,6494.24870833333,7951.5,2021-02-03
6548.98073339109,6404.5,6044.08958333334,8146,2021-02-02
6493.55934807257,6407.5,5747.27898611111,8036.5,2021-02-01
6431.10154728233,6426.5,5769.09761111111,8129.5,2021-01-29
6469.03411398488,6434,5776.85680555555,7914,2021-01-28
6492.62985142002,6422.5,5708.84588888889,7918.5,2021-01-27
6515.12389125747,6450.5,5739.15602777778,7741.5,2021-01-26
6527.03974352191,6373.5,5708.84588888889,7803.5,2021-01-25
6526.00566391688,6267.5,5776.85680555555,7840,2021-01-22
6550.21750525439,6292,5739.05506944445,7793,2021-01-21
6552.8443141452,6295.5,5741.58705555556,7764.5,2021-01-20
6513.18080426169,6207.5,5735.14233333334,7753,2021-01-19
NA,6141,NA,7838.5,2021-01-18
6514.95975010772,6132.5,5776.84931944444,7964,2021-01-15
6565.11647993937,6157,5755.497875,7893,2021-01-14
6575.96549559027,6214.5,5708.84588888889,7823,2021-01-13
6570.08561013524,6194.5,5740.96680555556,7753,2021-01-12
6518.50239614322,6263,5759.70165277778,7763,2021-01-11
6522.82441329663,6197,5759.70165277778,7741,2021-01-08
6465.74776258519,6192.5,5003.53841666667,7712,2021-01-07
6463.54698919243,6167.5,4992.79906944445,7704.5,2021-01-06
6436.08715317622,6164.5,5069.17679166667,7635,2021-01-05
6349.44046039317,6236.5,5091.804125,7656.5,2021-01-04
6387.96407767772,6090,5021.80006944444,7741.5,2020-12-31
6351.78540350084,6065.5,5004.28922222222,7679,2020-12-30
6332.74256842732,6072.5,4984.53822222222,7616.5,2020-12-29
6304.50125731753,6027,5186.94994444444,7644,2020-12-28
6361.28150880376,5951,4997.50151388889,7674.5,2020-12-24
6355.47940511243,6002.5,4997.92805555555,7462,2020-12-23
6302.27070482613,6064.5,4914.28555555555,7356.5,2020-12-22
6343.77954850688,6074,5016.87184722222,7238.5,2020-12-21
6377.63166486223,5973,5082.44301388889,7302,2020-12-18
6448.01439925315,6046.5,5021.13434722222,7215.5,2020-12-17
6421.00144410403,6017.5,4984.53822222222,7178.5,2020-12-16
6467.79912265781,6121.5,5189.17191666667,7028,2020-12-15
6433.75868576656,6070,4914.28555555555,7083,2020-12-14
6349.18190006198,6034,4679.45741666667,7050,2020-12-11
6354.2922220629,6142,4714.54890277778,7113,2020-12-10
6285.89585155455,6013.5,4636.97426388889,6926,2020-12-09
6289.54991029646,5939,4646.41743055556,6904,2020-12-08
6296.57739203859,6037,4649.82793055556,6912.5,2020-12-07
6311.90835804135,6086.5,4674.25323611111,6865.5,2020-12-04
6277.00989433427,6227,4646.41743055556,7034,2020-12-03
6275.04211012537,6357,4616.76111111111,6938.5,2020-12-02
6253.27296509408,6238.5,4627.05394444444,6798,2020-12-01
6283.51394348706,6143.5,4609.36629166667,6748,2020-11-30
NA,6192.5,NA,6791.5,2020-11-27
NA,6233.5,NA,6712.5,2020-11-26
6224.955620089,6314.5,4644.53391666667,6694.5,2020-11-25
6202.3981702102,6227.5,4615.60776388889,6692,2020-11-24
6117.2145704401,6403.5,4672.021875,6694.5,2020-11-23
6079.15780545748,6360,4612.61813888888,6787.5,2020-11-20
6107.8791105501,6446.5,4617.59018055555,6806,2020-11-19
6099.45404981203,6503,4669.72494444444,6879.5,2020-11-18
6048.90789333491,6549.5,4595.02794444444,6886,2020-11-17
6046.03022780105,6479.5,4596.49726388889,6953,2020-11-16
5980.12332622254,6464,4592.63288888889,6814,2020-11-13
6007.22772264323,6459,4598.40640277777,6755,2020-11-12
5972.5907971772,6351.5,4594.67802777778,6728,2020-11-11
5979.69097879751,6369,4594.67802777778,6683.5,2020-11-10
5931.21246370349,6521.5,4591.12173611111,6702,2020-11-09
5821.41901832805,6556.5,4560.30536111111,6699.5,2020-11-06
5888.47649410353,6532.5,4584.47720833333,6769,2020-11-05
5948.69691264843,6641.5,4586.39058333333,6740.5,2020-11-04
5927.48641729789,6486,4578.33901388889,6611.5,2020-11-03
5877.45301181211,6521,4525.58325,6525,2020-11-02
5852.1900973446,6501.5,4518.63131944444,6509,2020-10-30
5879.44199749731,6508,4517.81602777777,6507.5,2020-10-29
5939.96774899701,6485,4577.41355555556,6409.5,2020-10-28
6026.71902473254,6504,4606.192375,6614,2020-10-27
5969.39834713199,6468.5,4594.99408333333,6610,2020-10-26
6011.86261471986,6366,4607.98906944444,6546,2020-10-23
6062.18471574271,6302.5,4592.26855555555,6571.5,2020-10-22
